YYYY,MM,DD,latitude,longitude,depth,mag,magType
1991,2,26,32.811,86.277,33,4.3,mb
1991,2,26,34.536,91.614,33,4.7,mb
1991,2,25,34.695,79.059,33,4.6,mb
1991,2,12,30.614,79.288,33,4.1,mb
1991,2,2,25.541,91.293,33,4.9,mb
1990,12,20,28.138,82.944,66.8,4.8,mb
1990,12,18,30.336,79.117,18.7,4.9,mb
1990,11,9,30.921,86.327,10,4.9,mb
1990,11,9,30.733,86.289,10,4.9,mb
1990,11,9,30.632,86.233,10,4.7,mb
1990,10,28,30.682,81.555,33,4.5,mb
1990,10,14,28.762,81.951,143.2,4.3,mb
1990,10,14,30.823,86.385,12,4.9,mb
1990,10,3,31.096,78.557,33,4.4,mb
1990,9,30,31.21,90.242,33,4,mb
1990,9,21,29.741,79.791,33,5.1,mb
1990,9,15,30.448,85.46,33,4.3,mb
1990,8,5,34.76,80.213,33,4.3,mb
1990,7,28,33.726,86.941,33,4.6,mb
1990,7,11,32.844,84.762,63.9,4.4,mb
1990,5,20,28.26,83.193,62.1,4.5,mb
1990,5,20,28.458,83.343,33,4.8,mb
1990,5,19,33.746,89.755,33,4.1,mb
1990,5,13,31.806,87.896,33,4.3,mb
1990,5,11,33.414,81.125,33,4,mb
1990,5,6,29.88,90.073,33,4.5,mb
1990,4,20,32.771,85.887,33,4.3,mb
1990,3,4,34.616,79.849,33,4.7,mb
1990,3,1,28.503,88.599,33,4.3,mb
1990,2,27,31.357,86.87,33,4.1,mb
1990,2,23,29.321,90.114,10,4.3,mb
1990,2,22,29.216,90.092,26,5,mb
1990,2,21,28.082,82.43,33,4.8,mb
1990,2,18,29.078,90.031,10,4.5,mb
1990,2,9,29.925,80.73,33,4.6,mb
1990,1,30,28.599,85.714,52.4,4.5,mb
1990,1,10,26.559,86.663,68.5,4.7,mb
1990,1,9,28.225,88.163,79.1,5.5,mb
1989,10,10,28.653,87.481,75.7,4.6,mb
1989,7,14,31.184,84.685,33,4.3,mb
1989,6,12,21.861,89.763,5.8,5.8,mw
1989,6,11,26.419,90.763,33,4.6,mb
1989,5,22,27.243,87.886,33.8,5,mb
1989,4,29,25.246,91.604,33,4.3,mb
1989,4,27,33.585,80.645,33,4.7,mb
1989,4,24,33.916,87.896,33,4.4,mb
1989,4,19,30.133,90.046,33,4.5,mb
1989,4,9,29.177,90.077,10,5.2,mw
1989,3,8,28.001,84.028,33,4.5,mb
1989,3,3,34.633,83.884,10,4,mb
1989,3,1,28.191,83.954,33,4.2,mb
1989,2,4,30.178,90.122,10,4.2,mb
1989,2,3,30.263,90.003,10,4.2,mb
1989,2,3,30.231,89.958,10,5.4,mw
1988,12,27,27.887,87.773,64.6,4.6,mb
1988,12,26,30.611,77.981,33,4.2,mb
1988,12,20,27.624,91.154,33.5,5,mb
1988,12,15,29.118,81.636,112,4.5,mb
1988,12,13,27.139,87.808,33,4,mb
1988,12,7,31.694,83.504,33,4.8,mb
1988,12,2,29.554,81.164,33,4.5,mb
1988,11,14,30.161,82.137,101.2,4.5,mb
1988,11,4,34.711,80.747,33,4.8,mb
1988,10,29,27.871,85.648,17.6,5.2,mw
1988,10,24,31.684,85.214,33,4.3,mb
1988,9,27,27.175,88.293,33,5,ms
1988,9,26,32.736,80.05,33,4.4,mb
1988,9,23,32.595,79.785,33,4.7,ms
1988,9,21,28.715,85.568,53.8,4.7,mb
1988,9,4,26.285,91.769,33,4,mb
1988,9,2,26.616,86.518,33,4.4,mb
1988,9,1,26.766,86.564,33,4.6,mb
1988,8,24,26.746,86.549,33,4.7,mb
1988,8,22,26.662,86.916,33,4.3,mb
1988,8,20,26.755,86.616,57.4,6.9,mw
1988,8,7,33.346,89.583,33,4.6,mb
1988,7,27,31.605,78.627,33,4.4,mb
1988,7,25,34.594,79.634,56.9,4.2,mb
1988,7,5,28.137,91.252,60.9,4.9,mb
1988,6,30,33.433,89.49,35.6,4.6,mb
1988,6,12,28.477,82.354,33,4.8,mb
1988,6,9,30.654,79.216,25.2,4.8,mb
1988,5,30,33.435,88.462,53.1,4.9,mb
1988,5,26,27.415,88.558,43.4,4.7,mb
1988,5,15,29.862,80.479,25.7,4.8,mb
1988,4,30,25.913,91.574,33,4.2,mb
1988,4,25,26.817,86.625,66.8,4.8,mb
1988,4,20,27.042,86.694,54.8,5.4,mb
1988,4,12,34.634,79.555,46.5,4.5,mb
1988,4,11,27.516,85.86,38.5,4.9,mb
1988,4,9,29.779,86.909,33,4.5,mb
1988,3,19,29.147,81.62,89.6,4.3,mb
1988,3,13,28.903,81.359,90.3,4.3,mb
1988,3,6,34.452,87.472,33,4.4,mb
1988,2,28,24.7,91.571,28.9,4.6,mb
1988,2,17,24.522,91.432,39.3,4.5,mb
1988,2,12,30.515,82.887,33,4.6,mb
1988,2,6,24.688,91.57,33,5.9,mw
1988,2,5,34.739,80.53,33,4.3,mb
1988,1,23,29.476,81.612,33,4.7,mb
1988,1,10,29.868,90.482,10,4.8,mb
1988,1,10,29.714,90.39,33,4.4,mb
1987,12,12,29.783,90.365,33,4.8,mb
1987,12,11,26.025,90.94,54.6,4.6,mb
1987,11,25,27.95,85.879,33,4.6,mb
1987,11,3,33.115,86.961,33,5,mb
1987,11,1,29.688,90.003,33,4.3,mb
1987,10,6,29.856,90.484,10,5,mb
1987,9,29,29.819,90.435,33,4.5,mb
1987,9,29,29.853,90.437,33,4.7,mb
1987,9,27,34.163,80.749,33,4.9,mb
1987,9,26,29.824,90.452,33,4.4,mb
1987,9,25,29.866,90.44,33,5,mw
1987,8,29,34.584,79.888,33,4.6,mb
1987,8,21,31.723,80.183,54.8,4.7,mb
1987,8,9,29.502,83.714,47.5,5.6,mw
1987,7,23,29.909,80.879,33,4,mb
1987,7,18,31.144,78.049,54.1,4.7,mb
1987,6,22,28.61,87.223,33,4.1,mb
1987,6,6,30.47,79.202,44.4,4.9,mb
1987,6,6,30.555,79.267,33,4.7,mb
1987,5,10,28.22,86.739,33,4.6,mb
1987,4,23,27.991,87.102,47.6,4.7,mb
1987,4,18,34.486,80.281,33,4.7,ms
1987,4,18,22.346,79.259,33,4.9,mb
1987,2,24,29.052,81.854,111.5,4.4,mb
1987,2,8,34.598,81.19,33,4.5,mb
1987,1,24,33.688,86.349,33,4.5,mb
1987,1,19,28.243,83.572,33,4.9,mb
1987,1,19,28.385,83.682,33,5.2,mb
1987,1,10,34.558,80.333,33,4.6,mb
1986,9,27,34.491,91.753,33,4.3,ms
1986,9,16,30.993,86.607,33,4.5,mb
1986,9,16,31.172,86.673,33,4.4,mb
1986,9,11,32.662,78.559,33,4.8,mb
1986,9,9,31.587,85.04,33,4.8,mb
1986,9,9,31.546,85.067,33,5.2,mb
1986,9,9,31.621,85.026,33,4.8,mb
1986,9,5,29.147,85.142,33,4.1,mb
1986,8,30,33.479,82.135,33,4.1,mb
1986,8,30,34.5,88.204,33,4.2,mb
1986,8,22,34.595,91.79,10,4.7,mb
1986,8,20,34.424,91.742,33,4.8,mb
1986,8,20,34.572,91.633,33,6.4,mw
1986,8,7,34.662,80.254,33,4.8,mb
1986,8,7,34.615,80.29,33,4.8,mb
1986,7,28,33.545,87.86,33,4.8,mb
1986,7,27,34.58,80.156,33,4.7,mb
1986,7,19,31.26,86.91,33,5.1,mw
1986,7,19,34.126,79.659,33,4.6,mb
1986,7,16,31.049,77.997,33,5.5,mw
1986,7,6,34.458,80.108,33,4.8,mb
1986,7,6,34.488,80.032,33,4.5,mb
1986,7,6,34.665,79.725,33,4.3,mb
1986,7,6,34.424,80.161,9.1,6,mw
1986,6,30,34.524,87.776,33,4.4,mb
1986,6,29,31.255,86.75,33,4.5,mb
1986,6,25,31.146,86.778,33,4.7,mb
1986,6,23,31.23,87.014,33,4.8,mb
1986,6,20,31.24,86.847,33,6.1,mw
1986,5,23,31.629,91.21,33,4.9,mb
1986,5,22,31.644,91.075,33,4.8,mb
1986,4,29,31.4,88.331,33,4.6,mb
1986,4,13,32.539,85.287,53.1,4.9,mb
1986,4,12,28.781,86.48,33,4.4,mb
1986,4,4,30.858,88.256,33,4.5,mb
1986,3,28,30.801,79.166,33,4.2,mb
1986,3,23,34.215,88.916,33,4.8,mb
1986,3,5,34.771,88.272,33,4.4,mb
1986,3,2,32.523,89.327,33,4.9,mb
1986,3,1,34.682,82.968,33,5,mb
1986,2,28,29.108,81.909,63.1,4.6,mb
1986,2,19,25.136,91.184,17.5,5.3,mw
1986,2,12,34.67,82.938,33,5,mb
1986,1,25,31.575,85.139,33,4.7,mb
1986,1,10,28.648,86.527,54.6,5.2,mw
1986,1,7,26.93,88.325,69.6,5,mb
1986,1,6,27.8,85.392,33.6,4.5,mb
1985,12,25,32.128,89.713,33,4.9,mb
1985,12,23,27.61,85.722,45.3,4.6,mb
1985,12,15,30.831,86.394,33,4.5,mb
1985,12,8,30.893,86.535,33,4.9,mb
1985,12,8,30.751,86.621,33,4.9,mb
1985,12,8,30.922,86.598,37.4,4.8,mb
1985,11,3,23.585,91.505,32.9,4.9,mb
1985,10,30,31.593,82.948,33,4.6,mb
1985,10,21,28.845,83.974,33,4.5,mb
1985,10,3,29.219,83.895,14.3,4.1,mb
1985,10,3,32.876,85.634,33,4.3,mb
1985,10,2,27.082,89.745,45.9,4.4,mb
1985,9,13,29.824,84.052,33,4.5,mb
1985,7,28,30.364,88.804,33,4.5,mb
1985,7,12,31.367,82.234,33,4.4,mb
1985,7,12,31.679,82.37,33,4.7,mb
1985,6,30,34.006,83.559,33,4.5,mb
1985,6,27,34.498,90.026,33,4.7,mb
1985,6,21,31.921,85.085,33,4.3,mb
1985,6,18,34.299,83.874,33,4.8,mb
1985,6,17,25.591,90.229,22.3,4.7,mb
1985,6,17,31.644,82.305,33,4.6,mb
1985,6,17,34.599,82.831,33,4.8,mb
1985,6,15,34.717,83.269,33,4.3,mb
1985,6,15,34.62,82.992,43.2,5.3,mw
1985,5,6,28.328,82.305,46.6,4.5,mb
1985,4,6,28.335,91.802,33,4.4,mb
1985,2,17,24.617,85.558,33,4.8,mb
1985,2,16,30.618,85.586,33,4.3,mb
1985,2,15,34.306,82.422,33,5,mb
1985,2,15,30.129,81.609,33,4.4,mb
1985,1,30,31.029,85.582,33,4.7,mb
1984,12,18,29.425,80.862,33,4.7,mb
1984,12,15,31.284,77.805,33,4.7,mb
1984,12,5,27.202,81.728,33,4.7,mb
1984,11,28,31.759,89.042,33,4.5,mb
1984,11,26,30.489,79.252,33,4.5,mb
1984,11,23,29.386,81.571,33,4.4,mb
1984,11,18,28.799,84.073,33,5.3,mb
1984,10,24,29.704,80.053,56.3,4.2,mb
1984,10,2,30.982,88.761,33,4.4,mb
1984,9,30,25.363,91.468,33,5.1,mb
1984,9,28,34.483,82.558,56.2,4.7,mb
1984,9,15,29.212,81.525,33,4.6,mb
1984,8,6,32.148,88.036,33,4.9,mb
1984,7,29,29.411,81.799,43.8,4.5,mb
1984,7,21,28.689,82.158,63.7,4.3,mb
1984,5,30,28.828,83.936,33,4.5,mb
1984,5,21,23.721,91.588,33,5.3,mb
1984,5,19,29.294,81.884,45.4,4.7,mb
1984,5,18,29.577,81.869,33,5.6,mb
1984,5,3,30.5,78.404,33,4.5,mb
1984,4,27,33.676,89.45,33,4.9,mb
1984,4,22,30.648,84.158,33,4.8,mb
1984,4,15,31.667,82.272,33,5,mb
1984,4,11,34.667,79.633,49,4.8,mb
1984,4,11,32.075,85.831,33,4.7,mb
1984,3,23,29.99,78.871,33,5.1,mb
1984,3,14,34.216,79.636,33,5.2,mb
1984,3,14,29.105,81.119,39.7,4.9,mb
1984,2,19,29.867,80.546,21.4,5,mb
1984,1,25,27.486,86.089,33,4.6,mb
1984,1,14,31.747,88.051,33,4.3,mb
1984,1,8,31.991,79.499,33,4.2,mb
1984,1,6,27.777,84.74,33,4.5,mb
1983,12,23,25.382,87.626,33,4.3,mb
1983,11,23,30.354,83.105,33,4.6,mb
1983,11,5,33.967,89.95,33,5.2,ms
1983,9,16,32.03,91.068,33,4.7,mb
1983,8,23,27.965,84.963,60.9,4.3,mb
1983,8,16,31.445,90.981,47.8,4.1,mb
1983,7,5,29.492,80.692,33,4.6,mb
1983,5,31,34.534,79.734,46.8,5,mb
1983,2,27,32.613,78.553,33,5.3,mb
1983,1,29,33.174,88.19,33,4.5,mb
1983,1,27,29.056,81.394,33,4.8,mb
1983,1,19,25.637,91.288,10,4.9,mb
1983,1,6,31.309,82.132,33,4.7,mb
1982,12,30,26.159,91.641,40.6,5,mb
1982,12,29,30.273,79.809,33,4.8,mb
1982,12,21,29.296,81.374,32.1,4.3,mb
1982,12,21,29.198,81.378,33,4.7,mb
1982,12,14,31.459,78.91,33,4.6,mb
1982,11,22,27.759,84.918,64.3,4.2,mb
1982,11,18,26.107,91.563,33,4.8,mb
1982,10,30,34.587,81.23,33,4.3,mb
1982,10,16,30.326,79.129,71.2,4.5,mb
1982,9,29,34.804,91.081,33,4.3,mb
1982,9,21,25.147,91.397,33,4.6,mb
1982,9,9,28.639,81.109,33,4.4,mb
1982,8,31,25.381,91.472,33,5,mb
1982,8,18,27.083,89.494,57.6,4.6,mb
1982,8,3,27.895,85.465,33,4.6,mb
1982,7,6,25.91,90.315,33,5.1,mb
1982,6,20,26.497,90.206,33,4.5,mb
1982,6,10,31.547,82.119,33,4.9,mb
1982,4,5,27.419,88.864,33,5.1,mb
1982,3,24,30.569,88.735,33,4.6,mb
1982,2,26,25.567,90.749,63.9,4.7,mb
1982,2,19,33.708,80.83,33,4.7,mb
1982,2,4,31.387,82.193,33,4.6,mb
1982,1,28,25.174,90.664,33,4.2,mb
1982,1,25,31.649,82.309,33,5.1,mb
1982,1,24,31.598,82.354,33,4.5,mb
1982,1,24,31.467,82.384,33,4.4,mb
1982,1,24,31.65,82.175,33,4.6,mb
1982,1,24,31.589,82.438,33,4.5,mb
1982,1,24,31.536,82.389,33,4.6,mb
1982,1,23,31.774,82.356,33,4.4,mb
1982,1,23,31.539,82.34,33,5,mb
1982,1,23,31.631,82.444,33,4.7,mb
1982,1,23,31.662,82.6,33,4.2,mb
1982,1,23,31.557,82.29,44.6,5,mb
1982,1,23,31.582,82.205,33,6,ms
1982,1,23,31.696,82.246,33,6.5,ms
1982,1,22,30.829,89.822,33,5.3,ms
1981,11,21,29.525,89.109,47.9,4.7,mb
1981,11,20,21.685,90.773,33,4.2,mb
1981,10,19,31.814,88.424,33,4.5,mb
1981,9,10,29.32,81.122,33,4.6,mb
1981,8,31,34.58,78.972,33,4.8,mb
1981,8,10,31.263,77.935,33,4.6,mb
1981,6,19,30.541,79.217,63.6,4.4,mb
1981,6,13,31.704,78.335,33,5,mb
1981,6,10,32.63,88.448,33,4.4,mb
1981,6,9,34.501,91.444,10,6,ms
1981,5,28,31.851,78.411,33,5.6,ms
1981,5,15,29.504,81.942,33,5.1,mb
1981,5,13,32.682,82.403,33,4.9,mb
1981,4,14,35.066,86.43,33,4.5,mb
1981,4,9,28.006,84.409,33,4.5,mb
1981,3,6,29.806,80.659,42.5,4.9,mb
1981,2,9,27.038,89.752,33,5.1,mb
1980,12,22,26.335,89.312,33,4.5,mb
1980,11,25,27.788,85.388,33,4,mb
1980,11,20,29.593,85.222,33,4.8,mb
1980,11,19,27.394,88.752,17,6.1,ms
1980,11,18,29.558,85.173,33,4.7,mb
1980,10,30,23.934,91.292,33,5,mb
1980,10,10,29.17,81.208,33,5,mb
1980,10,8,31.354,87.666,33,5,mb
1980,9,22,32.458,78.519,65,4.7,mb
1980,9,8,29.999,80.434,33,4.5,mb
1980,8,20,29.517,81.189,33,4.3,mb
1980,8,14,32.863,88.444,33,4.9,ms
1980,8,4,29.411,80.771,33,4.5,mb
1980,7,31,29.43,80.851,33,4.5,mb
1980,7,30,29.438,80.825,33,4.5,mb
1980,7,30,29.596,80.743,33,4.8,mb
1980,7,29,29.118,81.006,33,4.6,mb
1980,7,29,29.447,80.712,33,4.4,mb
1980,7,29,29.598,81.092,18,6.5,ms
1980,7,29,29.331,81.258,34,5.7,mb
1980,6,25,30.701,88.794,33,4.3,mb
1980,6,25,32.734,88.562,33,4.7,mb
1980,6,24,32.821,88.517,33,5.4,ms
1980,6,22,30.1,81.768,33,5.1,mb
1980,6,11,25.759,90.213,33,4.8,mb
1980,6,10,30.559,88.604,33,4.6,mb
1980,6,3,30.659,88.6,33,5.1,ms
1980,3,13,34.245,87.76,15,5,mb
1980,3,4,30.513,88.683,33,4.7,mb
1980,2,28,30.567,88.983,33,4.6,mb
1980,2,27,32.787,82.455,33,4.7,mb
1980,2,27,32.884,82.43,33,4.4,mb
1980,2,23,30.565,88.776,33,4.3,mb
1980,2,22,30.506,88.795,33,4.8,mb
1980,2,22,30.543,88.743,33,4.6,mb
1980,2,22,30.63,88.771,33,4.7,mb
1980,2,22,30.644,88.754,33,4.7,mb
1980,2,22,30.505,88.626,33,4.8,mb
1980,2,22,30.506,88.583,33,6.2,ms
1980,2,20,32.891,90.189,33,4.8,mb
1980,1,27,33.64,82.033,33,4.6,mb
1980,1,27,33.714,82.219,33,4.5,mb
1980,1,27,33.763,82.153,33,4.7,mb
1980,1,9,32.831,88.75,33,4.3,mb
1979,12,28,30.628,78.445,33,5,mb
1979,11,16,27.243,88.159,33,4.6,mb
1979,11,6,32.831,85.696,33,4.6,mb
1979,9,6,32.731,85.528,33,5.1,ms
1979,7,29,26.753,91.739,66,4.6,mb
1979,7,16,34.525,87.63,33,4.6,mb
1979,7,3,27.972,84.476,33,4.2,mb
1979,6,30,33.911,87.85,33,4.4,mb
1979,6,19,26.741,87.506,24,5.1,mb
1979,6,11,34.942,80.792,33,4.7,mb
1979,5,20,30.029,80.31,33,5.9,ms
1979,5,11,32.087,78.809,33,4.4,mb
1979,5,5,27.246,85.54,33,4.3,mb
1979,4,19,32.985,83.358,33,4.5,mb
1979,4,11,25.978,88.823,33,4.8,mb
1979,3,31,32.703,89.295,33,4.7,ms
1979,3,27,32.058,78.611,33,4.3,mb
1979,3,5,30.476,79.727,33,4.3,mb
1979,2,26,26.272,91.203,33,4.2,mb
1979,1,28,24.61,91.166,33,4.9,mb
1979,1,24,33.099,88.495,33,4.6,mb
1978,12,25,28.115,83.912,33,4.5,mb
1978,12,12,29.046,81.232,56,4.3,mb
1978,12,7,32.73,86.022,39,4.8,mb
1978,11,30,32.693,85.59,33,4.8,mb
1978,11,29,32.612,85.618,33,4.2,mb
1978,10,26,32.648,85.61,33,4.7,mb
1978,10,26,32.575,85.492,33,4.8,mb
1978,10,23,28.817,86.812,33,4.4,mb
1978,10,4,27.834,85.963,33,5.2,mb
1978,9,3,32.34,82.886,44,4.5,mb
1978,8,15,31.285,84.608,33,4.8,mb
1978,8,13,28.042,85.211,33,4.4,mb
1978,8,9,32.233,83.101,33,4.6,mb
1978,8,8,32.355,83.043,37,5.2,mb
1978,7,14,32.175,82.94,33,4.3,mb
1978,6,15,34.475,80.678,33,4.5,mb
1978,6,1,34.474,80.477,57,4.6,mb
1978,4,11,32.633,78.618,33,4.5,mb
1978,4,10,32.88,82.46,33,4.4,mb
1978,4,4,33.033,82.285,27,6,ms
1978,3,30,32.849,78.304,50,4.2,mb
1978,3,29,32.75,88.358,33,4.3,mb
1978,3,7,29.279,81.052,33,4.2,mb
1978,2,19,29.298,84.994,16,4.7,mb
1978,2,11,34.046,88.114,33,4.3,mb
1978,2,10,28.072,84.644,33,5.2,mb
1978,1,15,31.917,78.306,60,4.5,mb
1978,1,7,30.565,79.38,33,4.7,mb
1977,11,20,32.395,87.765,33,4.7,mb
1977,11,18,32.698,88.422,33,4.7,mb
1977,11,18,32.61,88.315,33,4.9,mb
1977,11,18,32.719,88.316,33,4.4,mb
1977,11,18,32.654,88.469,33,4.6,mb
1977,11,18,32.64,88.431,33,4.6,mb
1977,11,18,32.693,88.388,33,6.5,ms
1977,11,4,29.597,81.279,15,4.9,mb
1977,10,19,32.737,78.412,33,4.8,mb
1977,9,20,29.518,81.096,23,5,mb
1977,6,5,26.224,88.317,33,4.8,mb
1977,4,20,30.519,79.352,33,4.8,mb
1977,4,14,32.023,78.547,33,4.3,mb
1977,3,27,32.706,78.545,26,5,mb
1977,3,16,31.261,89.411,33,4.8,mb
1977,3,15,31.352,89.336,33,4.7,mb
1977,2,20,34.653,80.7,33,4.5,mb
1977,2,19,34.701,81.258,19,5.1,mb
1977,2,19,31.581,78.22,33,4.7,mb
1977,2,19,31.786,78.417,40,5.4,mb
1977,1,28,31.539,78.275,55,4.7,mb
1977,1,14,34.697,82.711,33,4.7,mb
1977,1,6,31.048,88.052,33,5.2,mb
1976,10,23,28.676,86.228,63,5.1,mb
1976,10,3,31.909,78.76,16,4.7,mb
1976,9,29,31.771,78.348,29,5,mb
1976,9,29,29.817,81.39,33,5,mb
1976,9,14,29.795,89.559,82,5.5,mb
1976,9,12,27.672,85.752,33,4.8,mb
1976,9,8,32.046,78.684,18,5.4,mb
1976,8,1,34.724,79.319,15,4.6,mb
1976,7,23,31.662,83.934,29,4.8,mb
1976,7,12,33.743,85.558,33,4.8,mb
1976,7,6,32.284,78.275,56,4.8,mb
1976,6,23,21.415,88.79,23,5.3,mb
1976,5,10,29.284,81.46,33,5.2,mb
1976,5,6,31.787,78.669,51,4.5,mb
1976,4,21,32.231,85.483,33,4.2,mb
1976,2,14,34.684,82.051,33,4.6,mb
1975,12,28,32.251,87.473,33,4.9,mb
1975,11,26,28.343,87.636,33,5.1,mb
1975,11,13,34.518,82.634,19,4.8,mb
1975,11,6,29.497,78.084,33,4.9,mb
1975,11,5,32.035,78.809,28,5.2,mb
1975,10,24,26.848,86.293,33,4.2,mb
1975,9,27,30.413,85.64,33,4.3,mb
1975,9,19,31.973,78.476,33,5.1,mb
1975,9,19,32.221,78.937,33,4.3,mb
1975,9,8,31.534,84.874,22,4.9,mb
1975,9,6,29.283,82.161,33,5.1,mb
1975,8,27,34.771,80.492,16,4.8,mb
1975,8,23,30.614,79.453,33,4,mb
1975,7,29,32.555,78.457,51,5.5,mb
1975,7,21,32.122,78.533,33,4.7,mb
1975,7,19,32.335,78.623,33,4.4,mb
1975,7,19,31.92,78.605,40,5.3,mb
1975,7,2,32.536,78.592,33,4.9,mb
1975,6,24,27.473,87.294,33,5.2,mb
1975,6,10,32.554,78.626,28,4.9,mb
1975,5,11,31.963,78.581,26,4.8,mb
1975,5,8,32.383,78.508,33,4.8,mb
1975,4,24,27.238,86.902,33,5.1,mb
1975,4,9,31.586,78.512,33,4.5,mb
1975,4,9,30.41,84.889,33,4.9,mb
1975,4,1,31.877,78.47,33,4.7,mb
1975,3,10,32.21,78.781,49,4.9,mb
1975,2,11,32.153,78.477,33,4.7,mb
1975,2,6,27.891,87.826,33,4.7,mb
1975,2,2,32.595,78.529,21,5.1,mb
1975,1,31,32.417,78.479,45,4.6,mb
1975,1,31,28.1,84.729,33,5.4,mb
1975,1,29,31.879,78.485,33,4.9,mb
1975,1,27,32.717,78.476,33,4.5,mb
1975,1,27,32.316,78.496,33,4.8,mb
1975,1,27,32.029,78.637,33,4.9,mb
1975,1,27,32.464,78.728,33,5,mb
1975,1,23,27.314,88.255,33,4.8,mb
1975,1,22,31.899,78.507,51,4.7,mb
1975,1,20,32.126,78.546,33,4.6,mb
1975,1,20,32.501,78.566,48,4.8,mb
1975,1,19,32.602,78.725,33,4.1,mb
1975,1,19,32.131,78.642,33,5,mb
1975,1,19,32.414,78.531,33,4.7,mb
1975,1,19,32.112,78.508,33,4.8,mb
1975,1,19,31.95,78.521,33,6,mb
1975,1,19,32.455,78.43,33,6.8,ms
1975,1,19,32.437,78.599,60,5.3,mb
1974,12,23,29.412,81.393,45,5.2,mb
1974,11,10,31.501,86.359,33,4.5,mb
1974,10,31,31.24,85.33,33,4.6,mb
1974,10,13,34.68,87.218,33,5,mb
1974,9,27,28.596,85.496,70,5.6,mb
1974,9,21,25.68,90.908,27,4.7,mb
1974,7,7,30.638,78.692,33,4.9,mb
1974,6,11,34.022,88.476,40,4.1,mb
1974,5,15,25.547,91.799,32,4.5,mb
1974,5,6,29.325,81.652,33,4.5,mb
1974,3,24,27.594,86.021,33,4.8,mb
1974,3,24,27.727,86.11,33,5.7,ms
1974,3,13,29.251,81.569,65,4.5,mb
1974,3,6,32.294,85.73,33,4.7,mb
1974,3,3,30.825,86.292,33,5.3,mb
1974,2,24,30.943,78.053,45,4.7,mb
1973,11,27,33.009,86.723,33,5,mb
1973,11,26,34.443,91.57,33,4.6,mb
1973,11,21,34.657,80.968,26,5.2,ms
1973,11,2,25.723,91.603,20,4.8,mb
1973,10,16,28.219,82.945,33,5.2,mb
1973,9,30,32.962,84.641,33,4.1,mb
1973,9,8,33.175,86.723,33,5.1,mb
1973,9,8,33.243,86.749,33,5.5,mb
1973,8,16,33.081,86.877,33,5.5,ms
1973,8,1,29.604,89.088,71,4.9,mb
1973,7,16,35.071,86.45,15,5.4,mb
1973,4,4,30.485,83.68,48,4.8,mb
1973,3,22,28.135,86.993,33,5.2,mb
1973,1,2,31.241,88.088,33,5.2,mb
1972,7,22,31.356,91.444,10,5.9,mw
1971,5,3,30.739,84.443,10,5.5,mw
1966,12,16,29.535,80.823,20,5.7,mw
1966,8,15,28.565,78.961,27,5.6,mw
1966,6,27,29.706,80.935,25,6.3,mw
1966,6,27,29.543,80.915,25,5.7,mw
1966,6,27,29.504,80.845,25.9,6,mw
1966,3,6,31.422,80.554,20,6.3,mw
1966,3,6,31.525,80.487,20,6.7,mw
1965,6,17,32.052,87.784,10,5.9,mw
1965,1,12,27.357,87.867,20,5.9,mw
1964,9,26,29.829,80.474,25,5.9,mw
1963,4,12,31.885,78.781,30,5.5,mw
1961,6,4,34.029,81.974,15,6.2,mw
1960,7,29,26.488,90.297,15,5.6,mw
1960,3,5,29.411,81.158,25,5.7,mw
1959,5,24,26.147,90.19,20,5.4,mw
1958,12,28,29.926,79.9,15,6.1,mw
1958,11,3,30.44,84.54,15,5.5,mw
1958,10,28,30.472,84.553,15,6.3,mw
1958,1,23,30.622,84.133,15,5.5,mw
1957,4,22,30.841,84.297,15,6,mw
1957,4,14,30.521,84.348,15,6.4,mw
1956,6,12,25.03,90.853,15,5.5,mw
1955,12,29,29.845,90.189,15,5.9,mw
1955,8,4,30.675,86.43,15,5.7,mw
1955,6,27,32.294,78.506,15,6.2,mw
1955,3,27,29.671,90.166,15,5.9,mw
1955,1,28,33.136,82.579,35,6.5,mw
1954,9,4,28.169,83.825,15,5.9,mw
1954,2,23,27.672,91.605,15,6.2,mw
1953,12,3,31.151,85.743,30,6.5,mw
1953,10,11,32.116,82.786,30,6.5,mw
1953,10,8,32.258,82.892,10,6.1,mw
1953,8,29,28.168,82.333,15,5.8,mw
1953,2,23,29.529,81.382,10,5.8,mw
1952,11,19,29.682,86.506,15,5.8,mw
1952,10,7,31.464,87.446,15,5.8,mw
1952,8,17,30.648,91.601,25,7.4,mw
1952,6,15,31.373,90.918,15,5.9,mw
1952,6,2,30.367,91.759,15,5.8,mw
1952,6,2,30.891,91.651,15,5.8,mw
1952,4,1,34.036,83.842,15,5.7,mw
1952,3,14,30.492,91.776,15,5.6,mw
1952,3,6,29.879,90.768,15,5.5,mw
1951,12,26,31.244,90.784,15,6.3,mw
1951,12,7,30.974,90.774,15,5.7,mw
1951,12,3,30.441,91.232,15,5.5,mw
1951,11,18,30.477,91.451,15,5.6,mw
1951,11,18,30.409,91.135,15,6,mw
1951,11,18,31.056,91.261,30,7.7,mw
1951,11,17,30.908,91.498,15,6.1,mw
1951,5,28,28.925,86.685,15,6,mw
1951,4,7,25.949,90.575,15,5.8,mw
1950,12,29,23.854,91.844,15,5.9,mw
1950,12,29,32.735,87.974,15,6.1,mw
1950,8,21,33.039,91.483,15,6,mw
1950,8,17,34.13,80.883,15,5.6,mw
1950,2,26,27.223,90.817,15,5.7,mw
